Member_number,Date,itemDescription
1312,2014-11-12,canned vegetables
1312,2014-11-12,soft cheese
1312,2014-12-13,hamburger meat
1312,2014-12-13,butter
1312,2015-02-09,long life bakery product
1312,2015-02-09,other vegetables
1312,2015-05-18,frankfurter
1312,2015-05-18,oil
1313,2015-12-25,other vegetables
1313,2015-12-25,whipped/sour cream
1314,2014-09-05,canned beer
1314,2014-09-05,ice cream
1315,2014-12-11,tropical fruit
1315,2014-12-11,hygiene articles
1315,2015-08-26,packaged fruit/vegetables
1315,2015-08-26,rolls/buns
1315,2015-11-07,ham
1315,2015-11-07,chocolate
1316,2014-01-17,rolls/buns
1316,2014-01-17,whipped/sour cream
1316,2014-05-31,bottled beer
1316,2014-05-31,curd
1316,2015-03-26,curd
1316,2015-03-26,frozen vegetables
1317,2014-05-19,sausage
1317,2014-05-19,rolls/buns
1317,2014-07-01,specialty cheese
1317,2014-07-01,onions
1317,2014-07-26,citrus fruit
1317,2014-07-26,other vegetables
1318,2014-02-15,mustard
1318,2014-02-15,yogurt
1318,2015-09-26,pastry
1318,2015-09-26,specialty bar
1318,2015-09-26,flour
1319,2015-01-10,misc. beverages
1319,2015-01-10,rice
1319,2015-01-10,soda
1319,2015-05-19,pork
1319,2015-05-19,frozen meals
1319,2015-05-19,canned beer
1319,2015-08-18,pip fruit
1319,2015-08-18,grapes
1319,2015-08-18,pastry
1320,2014-01-07,mayonnaise
1320,2014-01-07,processed cheese
1320,2014-07-19,soft cheese
1320,2014-07-19,bottled beer
1320,2014-10-07,root vegetables
1320,2014-10-07,coffee
1320,2015-01-19,finished products
1320,2015-01-19,pip fruit
1320,2015-01-19,root vegetables
1320,2015-01-19,canned fruit
1321,2014-07-11,citrus fruit
1321,2014-07-11,soda
1321,2015-04-13,bottled beer
1321,2015-04-13,soda
1322,2014-12-11,citrus fruit
1322,2014-12-11,waffles
1322,2014-12-11,female sanitary products
1322,2015-01-09,chicken
1322,2015-01-09,meat
1322,2015-01-09,chewing gum
1322,2015-01-09,bottled beer
1322,2015-01-09,baking powder
1322,2015-01-09,shopping bags
1322,2015-09-16,waffles
1322,2015-09-16,curd
1322,2015-10-19,pork
1322,2015-10-19,rolls/buns
1322,2015-10-19,specialty bar
1322,2015-10-19,hygiene articles
1323,2014-06-18,whole milk
1323,2015-04-30,soups
1323,2015-04-30,whole milk
1323,2015-04-30,beef
1323,2015-04-30,bottled beer
1323,2015-11-03,syrup
1323,2015-11-03,whole milk
1324,2015-01-24,specialty bar
1324,2015-01-24,condensed milk
1324,2015-03-26,yogurt
1324,2015-03-26,processed cheese
1324,2015-04-10,specialty chocolate
1324,2015-04-10,whole milk
1324,2015-07-10,citrus fruit
1324,2015-07-10,bottled water
1324,2015-07-10,white wine
1324,2015-07-10,rolls/buns
1324,2015-12-27,misc. beverages
1324,2015-12-27,frankfurter
1324,2015-12-27,salt
1324,2015-12-27,curd
1325,2014-03-29,rolls/buns
1325,2014-03-29,soda
1325,2014-03-29,chocolate
1325,2014-04-30,napkins
1325,2014-04-30,soda
1325,2015-05-26,bottled water
1325,2015-05-26,long life bakery product
1325,2015-05-26,root vegetables
1325,2015-05-26,mustard
1326,2015-02-07,cereals
1326,2015-02-07,frozen vegetables
1326,2015-06-19,packaged fruit/vegetables
1326,2015-06-19,chewing gum
1326,2015-06-19,ham
1326,2015-06-19,condensed milk
1326,2015-06-19,soda
1326,2015-11-09,ice cream
1326,2015-11-09,beef
1326,2015-11-09,yogurt
1326,2015-11-09,canned beer
1327,2014-03-08,pastry
1327,2014-03-08,shopping bags
1327,2014-07-18,other vegetables
1327,2014-07-18,whole milk
1327,2014-09-26,roll products
1327,2014-09-26,canned vegetables
1327,2014-12-04,pip fruit
1327,2014-12-04,sugar
1327,2014-12-14,grapes
1327,2014-12-14,rolls/buns
1327,2015-06-08,bottled beer
1327,2015-06-08,instant coffee
1327,2015-07-04,sausage
1327,2015-07-04,chicken
1327,2015-07-04,bottled beer
1327,2015-07-04,whole milk
1327,2015-08-09,rolls/buns
1327,2015-08-09,curd
1328,2014-06-06,other vegetables
1328,2014-06-06,bottled beer
1328,2014-08-14,tropical fruit
1328,2014-08-14,pastry
1328,2014-08-14,cream cheese
1328,2015-03-24,sausage
1328,2015-03-24,ham
1328,2015-03-24,shopping bags
1328,2015-03-24,whole milk
1328,2015-03-24,butter
1329,2014-01-29,canned beer
1329,2014-01-29,whipped/sour cream
1329,2014-01-29,misc. beverages
1329,2014-02-22,dessert
1329,2014-02-22,newspapers
1329,2014-02-22,domestic eggs
1329,2015-02-02,ham
1329,2015-02-02,sausage
1329,2015-02-02,detergent
1329,2015-02-02,whipped/sour cream
1329,2015-02-02,yogurt
1329,2015-02-02,dishes
1329,2015-03-29,sausage
1329,2015-03-29,frozen vegetables
1329,2015-05-23,hamburger meat
1329,2015-05-23,whipped/sour cream
1330,2014-02-11,whole milk
1330,2014-02-11,processed cheese
1330,2014-02-11,curd
1330,2015-05-18,chicken
1330,2015-05-18,berries
1330,2015-05-18,soda
1330,2015-07-10,newspapers
1330,2015-07-10,processed cheese
1330,2015-11-02,soda
1330,2015-11-02,roll products
1331,2014-04-06,tropical fruit
1331,2014-04-06,fruit/vegetable juice
1331,2015-04-29,sausage
1331,2015-04-29,whipped/sour cream
1331,2015-04-29,misc. beverages
1331,2015-10-07,condensed milk
1331,2015-10-07,domestic eggs
1331,2015-11-29,other vegetables
1331,2015-11-29,root vegetables
1332,2014-04-18,condensed milk
1332,2014-04-18,other vegetables
1332,2014-07-16,root vegetables
1332,2014-07-16,hard cheese
1332,2015-04-03,processed cheese
1332,2015-04-03,rolls/buns
1332,2015-04-03,canned fish
1332,2015-04-30,pastry
1332,2015-04-30,whole milk
1332,2015-12-02,root vegetables
1332,2015-12-02,citrus fruit
1332,2015-12-02,bottled water
1332,2015-12-02,instant food products
1332,2015-12-02,butter milk
1332,2015-12-02,mayonnaise
1333,2014-06-26,curd
1333,2014-06-26,butter
1333,2014-07-15,uht-milk
1333,2014-07-15,bottled water
1333,2014-10-10,citrus fruit
1333,2014-10-10,fruit/vegetable juice
1333,2014-11-27,whole milk
1333,2014-11-27,other vegetables
1333,2015-04-03,frozen meals
1333,2015-04-03,sausage
1333,2015-04-03,canned beer
1333,2015-04-03,brown bread
1333,2015-04-03,frozen vegetables
1333,2015-04-03,chocolate
1333,2015-09-22,ham
1333,2015-09-22,sausage
1333,2015-09-22,curd
1333,2015-09-22,other vegetables
1334,2015-03-07,instant food products
1334,2015-03-07,bottled beer
1334,2015-03-07,butter
1334,2015-06-07,chicken
1334,2015-06-07,onions
1335,2014-01-03,waffles
1335,2014-01-03,dishes
1335,2014-01-03,domestic eggs
1335,2014-01-03,oil
1335,2015-01-16,frankfurter
1335,2015-01-16,coffee
1335,2015-09-13,onions
1335,2015-09-13,waffles
1335,2015-10-18,whipped/sour cream
1335,2015-10-18,grapes
1335,2015-10-18,yogurt
1335,2015-10-18,spread cheese
1336,2014-01-23,rolls/buns
1336,2014-01-23,domestic eggs
1336,2014-01-23,napkins
1336,2015-03-10,pet care
1336,2015-03-10,flour
1336,2015-03-10,coffee
1336,2015-03-10,napkins
1336,2015-04-04,citrus fruit
1336,2015-04-04,frozen meals
1337,2014-08-06,cling film/bags
1337,2014-08-06,napkins
1337,2015-12-25,other vegetables
1337,2015-12-25,bottled water
1338,2014-04-03,meat
1338,2014-04-03,curd
1338,2014-08-11,uht-milk
1338,2014-08-11,whole milk
1338,2014-08-11,canned beer
1339,2014-01-03,other vegetables
1339,2014-01-03,margarine
1339,2014-05-25,grapes
1339,2014-05-25,frozen vegetables
1339,2014-05-25,vinegar
1339,2015-05-05,sausage
1339,2015-05-05,whole milk
1339,2015-05-23,tropical fruit
1339,2015-05-23,other vegetables
1339,2015-11-28,bottled water
1339,2015-11-28,whole milk
1339,2015-11-28,frozen vegetables
1340,2014-03-29,whole milk
1340,2014-03-29,pot plants
1340,2014-12-28,mustard
1340,2014-12-28,flour
1340,2015-01-23,whole milk
1340,2015-02-24,citrus fruit
1340,2015-02-24,rolls/buns
1340,2015-02-24,pastry
1340,2015-03-13,root vegetables
1340,2015-03-13,whole milk
1340,2015-03-13,rolls/buns
1340,2015-11-18,whipped/sour cream
1340,2015-11-18,brown bread
1341,2014-04-21,honey
1341,2014-04-21,yogurt
1341,2014-04-21,spices
1341,2014-04-21,chocolate
1341,2014-11-08,bottled water
1341,2014-11-08,root vegetables
1341,2014-11-08,bottled beer
1341,2014-11-08,pastry
1341,2015-09-16,other vegetables
1341,2015-09-16,fruit/vegetable juice
1341,2015-10-30,frankfurter
1341,2015-10-30,berries
1342,2014-02-14,napkins
1342,2014-02-14,white bread
1342,2014-04-03,other vegetables
1342,2014-04-03,rolls/buns
1342,2014-04-03,bottled water
1342,2014-04-03,soda
1342,2014-08-20,dessert
1342,2014-08-20,margarine
1342,2015-01-07,tropical fruit
1342,2015-01-07,frozen vegetables
1342,2015-01-07,rice
1342,2015-02-19,ham
1342,2015-02-19,pastry
1343,2014-02-07,chicken
1343,2014-02-07,shopping bags
1343,2014-02-07,other vegetables
1343,2014-02-07,whole milk
1343,2014-10-05,red/blush wine
1343,2014-10-05,dog food
1343,2014-11-27,fruit/vegetable juice
1343,2014-11-27,white bread
1343,2015-11-01,other vegetables
1343,2015-11-01,specialty chocolate
1344,2014-01-28,sliced cheese
1344,2014-01-28,soda
1344,2014-01-28,oil
1344,2014-01-28,syrup
1344,2015-09-04,bottled water
1345,2014-04-08,soda
1345,2014-04-08,rolls/buns
1345,2014-04-08,shopping bags
1345,2015-03-21,whole milk
1345,2015-03-21,citrus fruit
1345,2015-07-21,frankfurter
1345,2015-07-21,grapes
1345,2015-07-21,salt
1345,2015-07-21,napkins
1345,2015-07-21,soda
1346,2014-04-09,white wine
1346,2014-04-09,rolls/buns
1346,2015-04-03,other vegetables
1346,2015-04-03,tropical fruit
1346,2015-04-03,sweet spreads
1346,2015-05-08,pip fruit
1346,2015-05-08,domestic eggs
1347,2014-07-22,berries
1347,2014-07-22,semi-finished bread
1347,2015-03-27,beef
1347,2015-03-27,pip fruit
1347,2015-07-31,whole milk
1347,2015-07-31,other vegetables
1347,2015-09-15,frankfurter
1347,2015-09-15,beef
1347,2015-09-15,soda
1347,2015-09-15,rolls/buns
1347,2015-09-15,pastry
1347,2015-09-15,bottled water
1347,2015-09-15,ketchup
1348,2015-06-13,root vegetables
1348,2015-06-13,chewing gum
1348,2015-06-13,chocolate
1348,2015-06-13,bottled beer
1348,2015-09-17,soda
1348,2015-09-17,beef
1349,2014-12-13,curd
1349,2014-12-13,cat food
1349,2015-04-13,bottled water
1349,2015-04-13,whole milk
1349,2015-04-13,domestic eggs
1349,2015-05-10,canned beer
1349,2015-05-10,shopping bags
1349,2015-12-13,frankfurter
1349,2015-12-13,hard cheese
1349,2015-12-13,butter
1350,2014-02-19,herbs
1350,2014-02-19,soda
1350,2014-02-19,frozen vegetables
1350,2014-09-03,whole milk
1350,2014-09-03,bottled water
1351,2014-01-15,tropical fruit
1351,2014-01-15,detergent
1351,2014-01-15,rolls/buns
1351,2014-01-15,coffee
1351,2015-02-26,meat
1351,2015-02-26,other vegetables
1352,2014-03-03,tropical fruit
1352,2014-03-03,bottled water
1353,2014-06-25,other vegetables
1353,2014-06-25,root vegetables
1353,2014-09-12,rolls/buns
1353,2014-09-12,baking powder
1353,2014-12-22,whipped/sour cream
1353,2014-12-22,bottled water
1353,2014-12-27,cooking chocolate
1353,2014-12-27,chewing gum
1353,2015-01-21,meat
1353,2015-01-21,butter milk
1353,2015-01-21,tropical fruit
1353,2015-01-21,specialty bar
1353,2015-01-21,newspapers
1353,2015-01-21,rolls/buns
1353,2015-02-09,pork
1353,2015-02-09,beef
1353,2015-02-09,bottled water
1353,2015-02-09,salty snack
1353,2015-02-09,flour
1353,2015-02-09,instant coffee
1354,2014-03-17,red/blush wine
1354,2014-03-17,cream cheese
1354,2014-05-04,bottled beer
1354,2014-05-04,hard cheese
1354,2014-10-18,soda
1354,2014-10-18,domestic eggs
1354,2015-11-29,canned beer
1354,2015-11-29,ice cream
1354,2015-11-29,newspapers
1354,2015-11-29,pastry
1354,2015-11-29,bottled beer
1354,2015-12-01,whole milk
1354,2015-12-01,frozen vegetables
1355,2014-03-29,curd
1355,2014-03-29,soda
1355,2014-03-29,ice cream
1355,2015-02-25,pastry
1355,2015-02-25,sugar
1355,2015-02-28,yogurt
1355,2015-02-28,tropical fruit
1355,2015-02-28,bottled water
1355,2015-03-28,rolls/buns
1355,2015-03-28,soda
1355,2015-09-19,frankfurter
1355,2015-09-19,processed cheese
1356,2014-08-17,napkins
1356,2014-08-17,butter milk
1356,2014-08-17,cat food
1356,2014-08-17,shopping bags
1356,2014-12-19,onions
1356,2014-12-19,berries
1356,2015-04-02,soft cheese
1356,2015-04-02,semi-finished bread
1356,2015-09-08,hard cheese
1356,2015-09-08,soda
1357,2015-04-10,soda
1357,2015-04-10,brown bread
1357,2015-07-28,ham
1357,2015-07-28,brown bread
1357,2015-09-06,root vegetables
1357,2015-09-06,canned beer
1358,2014-10-16,whipped/sour cream
1358,2014-10-16,instant food products
1358,2014-12-15,whipped/sour cream
1358,2014-12-15,newspapers
1358,2015-09-11,whole milk
1358,2015-09-11,whipped/sour cream
1358,2015-09-11,yogurt
1358,2015-12-29,domestic eggs
1358,2015-12-29,vinegar
1358,2015-12-29,chocolate
1359,2014-05-29,tropical fruit
1359,2014-05-29,frozen fish
1359,2014-05-29,soda
1359,2014-05-29,newspapers
1360,2014-01-17,frankfurter
1360,2014-01-17,ketchup
1360,2014-06-17,curd
1360,2014-06-17,processed cheese
1360,2015-02-05,root vegetables
1360,2015-02-05,grapes
1360,2015-02-05,white bread
1360,2015-02-05,dishes
1360,2015-10-23,pork
1360,2015-10-23,tropical fruit
1360,2015-12-16,turkey
1360,2015-12-16,ham
1360,2015-12-16,whole milk
1360,2015-12-16,citrus fruit
1360,2015-12-16,pastry
1360,2015-12-16,soda
1361,2014-09-03,rolls/buns
1361,2014-09-03,salty snack
1361,2014-12-07,whole milk
1361,2014-12-07,pastry
1361,2014-12-10,whole milk
1361,2014-12-10,hard cheese
1361,2014-12-13,onions
1361,2014-12-13,soda
1361,2014-12-13,rolls/buns
1361,2015-07-06,other vegetables
1361,2015-07-06,liquor
1361,2015-07-12,sausage
1361,2015-07-12,salt
1361,2015-09-08,whole milk
1361,2015-09-08,beef
1361,2015-09-08,rolls/buns
1361,2015-09-08,mustard
1362,2014-01-03,tropical fruit
1362,2014-01-03,mustard
1362,2015-10-06,curd
1362,2015-10-06,whole milk
1362,2015-10-06,bottled water
1363,2014-07-21,whole milk
1363,2014-07-21,chocolate
1363,2015-01-15,bottled beer
1363,2015-01-15,hard cheese
1363,2015-06-16,whole milk
1363,2015-06-16,pastry
1363,2015-06-16,butter
1363,2015-06-21,dish cleaner
1363,2015-06-21,whole milk
1363,2015-10-14,whole milk
1363,2015-10-14,margarine
1363,2015-10-14,canned vegetables
1364,2014-01-07,citrus fruit
1364,2014-01-07,frozen dessert
1364,2014-08-11,other vegetables
1364,2014-08-11,bottled water
1364,2015-06-20,root vegetables
1364,2015-06-20,ice cream
1364,2015-07-31,soda
1364,2015-07-31,whipped/sour cream
1365,2014-02-01,frozen vegetables
1365,2014-02-01,specialty bar
1365,2014-06-25,rolls/buns
1365,2014-06-25,whole milk
1365,2014-08-23,sausage
1365,2014-08-23,frozen fruits
1365,2014-09-15,other vegetables
1365,2014-09-15,butter milk
1365,2015-05-20,other vegetables
1365,2015-11-02,bottled beer
1365,2015-11-02,frozen vegetables
1366,2014-02-19,canned beer
1366,2014-02-19,brown bread
1366,2014-08-29,other vegetables
1366,2014-08-29,sweet spreads
1366,2015-05-29,tropical fruit
1366,2015-05-29,beef
1366,2015-05-29,curd
1366,2015-05-29,rolls/buns
1366,2015-05-29,whipped/sour cream
1366,2015-05-29,whole milk
1366,2015-05-29,candles
1366,2015-05-29,cake bar
1366,2015-05-29,flour
1366,2015-05-30,whole milk
1366,2015-05-30,waffles
1366,2015-10-25,sausage
1366,2015-10-25,other vegetables
1366,2015-10-25,frankfurter
1366,2015-10-25,coffee
1366,2015-10-25,pastry
1366,2015-10-25,bottled water
1366,2015-10-25,soda
1366,2015-10-25,whole milk
1366,2015-11-29,whole milk
1366,2015-11-29,beef
1367,2014-01-31,whole milk
1367,2014-01-31,bottled beer
1367,2015-08-05,other vegetables
1367,2015-08-05,beef
1367,2015-08-05,yogurt
1368,2015-07-15,beef
1368,2015-07-15,soft cheese
1369,2014-02-08,other vegetables
1369,2014-02-08,canned fish
1369,2014-02-08,white bread
1369,2014-02-08,waffles
1369,2014-05-05,spread cheese
1369,2014-05-05,whole milk
1369,2014-12-01,sugar
1369,2014-12-01,flour
1370,2014-09-09,fruit/vegetable juice
1370,2014-09-09,yogurt
1370,2014-09-09,pastry
1370,2015-06-28,white bread
1370,2015-06-28,whole milk
1370,2015-06-28,newspapers
1370,2015-06-28,rolls/buns
1370,2015-06-28,canned beer
1370,2015-07-05,tropical fruit
1370,2015-07-05,chocolate
1371,2014-08-17,root vegetables
1371,2014-08-17,misc. beverages
1371,2015-01-22,frozen vegetables
1371,2015-01-22,whipped/sour cream
1371,2015-05-11,frankfurter
1371,2015-05-11,beef
1372,2014-05-04,hamburger meat
1372,2014-05-04,cream cheese
1372,2015-04-25,soda
1372,2015-04-25,white bread
1372,2015-04-25,fruit/vegetable juice
1372,2015-06-25,frozen fish
1372,2015-06-25,whole milk
1372,2015-06-25,tropical fruit
1372,2015-06-25,butter
1372,2015-06-25,coffee
1373,2014-04-28,tea
1373,2014-04-28,soda
1373,2015-05-10,brown bread
1373,2015-05-10,sausage
1373,2015-05-10,yogurt
1373,2015-05-10,butter milk
1373,2015-05-10,canned beer
1373,2015-05-10,frozen vegetables
1373,2015-05-10,curd
1373,2015-05-10,cake bar
1373,2015-07-19,curd
1373,2015-07-19,grapes
1373,2015-07-19,soups
1373,2015-07-19,whole milk
1374,2014-09-01,sugar
1374,2014-09-01,bottled water
1374,2014-09-01,cream cheese
1374,2014-09-11,candy
1374,2014-09-11,chewing gum
1374,2015-03-10,whole milk
1374,2015-03-10,salty snack
1374,2015-03-10,pip fruit
1374,2015-08-05,chewing gum
1374,2015-08-05,rolls/buns
1375,2015-10-11,other vegetables
1375,2015-10-11,newspapers
1376,2014-04-02,dessert
1376,2014-04-02,pot plants
1376,2014-11-29,pip fruit
1376,2014-11-29,chocolate marshmallow
1376,2015-06-30,sausage
1376,2015-06-30,soda
1376,2015-06-30,cream cheese
1377,2014-12-11,yogurt
1377,2014-12-11,tea
1377,2015-02-06,meat
1377,2015-02-06,whole milk
1377,2015-02-06,bottled water
1377,2015-02-06,mayonnaise
1377,2015-03-14,curd cheese
1377,2015-03-14,other vegetables
1377,2015-03-14,herbs
1377,2015-03-14,fruit/vegetable juice
1377,2015-03-14,zwieback
1378,2014-12-10,uht-milk
1378,2014-12-10,soft cheese
1378,2015-10-12,frankfurter
1378,2015-10-12,hamburger meat
1379,2014-02-27,photo/film
1379,2014-02-27,fruit/vegetable juice
1379,2014-06-04,whole milk
1379,2014-06-04,margarine
1379,2014-06-11,meat
1379,2014-06-11,oil
1379,2014-06-11,candles
1379,2014-06-11,female sanitary products
1379,2014-07-02,whole milk
1379,2014-07-02,root vegetables
1379,2014-09-21,bottled water
1379,2014-09-21,rolls/buns
1379,2015-02-06,chicken
1379,2015-02-06,onions
1379,2015-02-06,white bread
1379,2015-04-17,pastry
1379,2015-04-17,cream cheese
1379,2015-05-18,pork
1379,2015-05-18,dishes
1379,2015-07-01,other vegetables
1379,2015-07-01,pip fruit
1379,2015-07-01,chocolate
1379,2015-07-07,other vegetables
1379,2015-07-07,herbs
1379,2015-07-13,popcorn
1379,2015-07-13,domestic eggs
1379,2015-07-13,canned beer
1379,2015-07-13,butter milk
1380,2014-04-22,rolls/buns
1380,2014-04-22,canned vegetables
1380,2014-04-22,cat food
1380,2015-04-09,rolls/buns
1380,2015-04-09,long life bakery product
1380,2015-04-20,candy
1380,2015-04-20,cake bar
1380,2015-05-13,pip fruit
1380,2015-05-13,yogurt
1380,2015-11-21,whole milk
1380,2015-11-21,soda
1381,2014-01-01,curd
1381,2014-01-01,soda
1381,2014-02-05,coffee
1381,2014-02-05,rolls/buns
1381,2014-02-05,other vegetables
1381,2014-05-07,pastry
1381,2015-03-06,other vegetables
1381,2015-03-06,soda
1381,2015-03-06,uht-milk
1381,2015-03-06,salty snack
1381,2015-03-23,beverages
1381,2015-03-23,bottled beer
1381,2015-03-23,domestic eggs
1381,2015-03-23,chocolate
1382,2014-05-08,citrus fruit
1382,2014-05-08,rolls/buns
1382,2015-03-26,curd
1382,2015-03-26,pip fruit
1382,2015-09-29,coffee
1382,2015-09-29,packaged fruit/vegetables
1383,2014-03-24,onions
1383,2014-03-24,whipped/sour cream
1383,2014-08-25,other vegetables
1383,2014-08-25,rolls/buns
1383,2015-02-23,pip fruit
1383,2015-02-23,tropical fruit
1384,2014-01-24,canned beer
1384,2014-01-24,domestic eggs
1384,2014-02-22,soda
1384,2014-02-22,misc. beverages
1384,2014-06-28,waffles
1384,2014-06-28,instant coffee
1384,2014-09-28,bottled water
1384,2014-09-28,cling film/bags
1384,2015-03-23,soda
1384,2015-03-23,other vegetables
1384,2015-03-23,bottled beer
1384,2015-08-09,pip fruit
1384,2015-08-09,specialty chocolate
1384,2015-12-19,other vegetables
1384,2015-12-19,domestic eggs
1385,2014-02-27,beef
1385,2014-02-27,herbs
1385,2014-03-28,coffee
1385,2014-03-28,berries
1385,2015-06-21,whipped/sour cream
1385,2015-06-21,curd
1385,2015-11-19,pip fruit
1385,2015-11-19,turkey
1385,2015-11-19,yogurt
1385,2015-11-19,root vegetables
1385,2015-11-19,other vegetables
1385,2015-11-19,chocolate
1385,2015-11-19,fruit/vegetable juice
1385,2015-11-26,whole milk
1385,2015-11-26,frozen vegetables
1386,2014-09-19,soda
1386,2014-09-19,berries
1386,2014-12-21,pork
1386,2014-12-21,sugar
1386,2015-07-31,pork
1386,2015-07-31,soda
1387,2014-03-31,specialty bar
1387,2014-03-31,candy
1387,2014-03-31,margarine
1387,2014-05-31,rolls/buns
1387,2014-05-31,soda
1387,2014-05-31,shopping bags
